Product_ID,Product_Name,Category,Warehouse,Location,Quantity,Price,Supplier,stock_status,Last_Restocked,Total_inventory
1891, widget c ,Electronic,Warehouse 2,Aisle 5,50,NaN,Supplier B,Out of Stock,04-04-2024,NULL
1744, gadget z ,Toys,Warehouse 1,Aisle 3,150,NaN,Supplier A,Low Stock,05-04-2024,NULL
1036, widget b ,Cloths,Warehouse 3,Aisle 4,50,29.99,Supplier A,Out of Stock,06-04-2024,1499.50 
1279, widget b ,Cloths,Warehouse 1,Aisle 3,150,19.99,Supplier A,Out of Stock,07-04-2024,2998.50 
1348, widget c ,Electronic,Warehouse 1,Aisle 5,NaN,19.99,Supplier C,Out of Stock,08-04-2024,NULL
1496, widget b ,Cloths,Warehouse 2,Aisle 1,200,NaN,Supplier C,In Stock,09-04-2024,NULL
1301, widget c ,Electronic,Warehouse 2,Aisle 5,NaN,19.99,Supplier C,Out of Stock,10-04-2024,NULL
1180, widget a ,Toys,Warehouse 2,Aisle 2,300,NaN,Supplier B,Low Stock,11-04-2024,NULL
1606, widget c ,Electronic,Warehouse 2,Aisle 2,100,49.99,Supplier D,Low Stock,12-04-2024,4999.00 
1098, widget c ,Electronic,Warehouse 3,Aisle 4,200,29.99,Supplier C,Out of Stock,13-04-2024,5998.00 
1699, gadget x ,Furniture,Warehouse 3,Aisle 5,NaN,9.99,Supplier B,Out of Stock,14-04-2024,NULL
1992, widget c ,Electronic,Warehouse 3,Aisle 4,300,29.99,Supplier C,Out of Stock,15-04-2024,8997.00 
1115, widget c ,Electronic,Warehouse 2,Aisle 4,100,NaN,Supplier C,Low Stock,16-04-2024,NULL
1190, gadget z ,Toys,Warehouse 2,Aisle 2,300,NaN,Supplier A,Low Stock,17-04-2024,NULL
1252, widget a ,Toys,Warehouse 2,Aisle 4,50,29.99,Supplier A,In Stock,18-04-2024,1499.50 
1980, gadget x ,Furniture,Warehouse 3,Aisle 2,50,NaN,Supplier A,In Stock,19-04-2024,NULL
1927, gadget z ,Toys,Warehouse 2,Aisle 1,150,19.99,Supplier B,In Stock,20-04-2024,2998.50 
1982, gadget y ,Cloths,Warehouse 1,Aisle 5,200,19.99,Supplier D,Low Stock,21-04-2024,3998.00 
1160, widget a ,Toys,Warehouse 1,Aisle 4,50,NaN,Supplier D,In Stock,22-04-2024,NULL
1255, widget a ,Toys,Warehouse 2,Aisle 2,300,NaN,Supplier B,Out of Stock,23-04-2024,NULL
1322, gadget y ,Cloths,Warehouse 1,Aisle 3,200,19.99,Supplier C,Out of Stock,24-04-2024,3998.00 
1127, widget c ,Electronic,Warehouse 1,Aisle 4,50,NaN,Supplier B,Low Stock,25-04-2024,NULL
1017, gadget z ,Toys,Warehouse 3,Aisle 1,150,NaN,Supplier C,In Stock,26-04-2024,NULL
1792, widget b ,Cloths,Warehouse 2,Aisle 1,NaN,29.99,Supplier B,Out of Stock,27-04-2024,NULL
1734, gadget x ,Furniture,Warehouse 2,Aisle 3,150,9.99,Supplier B,Low Stock,28-04-2024,1498.50 
1565, widget b ,Cloths,Warehouse 3,Aisle 2,100,19.99,Supplier B,In Stock,29-04-2024,1999.00 
1569, gadget y ,Cloths,Warehouse 1,Aisle 4,50,29.99,Supplier D,Out of Stock,30-04-2024,1499.50 
1322, widget a ,Toys,Warehouse 1,Aisle 2,100,9.99,Supplier A,In Stock,01-05-2024,999.00 
1871, widget a ,Toys,Warehouse 2,Aisle 1,100,NaN,Supplier B,Low Stock,02-05-2024,NULL
1685, gadget x ,Furniture,Warehouse 1,Aisle 2,300,NaN,Supplier D,In Stock,03-05-2024,NULL
1791, widget a ,Toys,Warehouse 3,Aisle 1,200,29.99,Supplier A,Low Stock,04-05-2024,5998.00 
1625, widget a ,Toys,Warehouse 3,Aisle 2,300,NaN,Supplier A,In Stock,05-05-2024,NULL
1287, gadget x ,Furniture,Warehouse 2,Aisle 3,50,49.99,Supplier B,Out of Stock,06-05-2024,2499.50 
1942, gadget z ,Toys,Warehouse 3,Aisle 5,100,29.99,Supplier C,Low Stock,07-05-2024,2999.00 
1853, gadget z ,Toys,Warehouse 3,Aisle 3,NaN,9.99,Supplier C,Low Stock,08-05-2024,NULL
1662, gadget x ,Furniture,Warehouse 2,Aisle 3,100,29.99,Supplier C,Low Stock,09-05-2024,2999.00 
1961, gadget y ,Cloths,Warehouse 3,Aisle 5,NaN,19.99,Supplier B,In Stock,10-05-2024,NULL
1638, widget a ,Toys,Warehouse 3,Aisle 5,300,29.99,Supplier C,In Stock,11-05-2024,8997.00 
1154, widget a ,Toys,Warehouse 3,Aisle 4,300,NaN,Supplier D,Out of Stock,12-05-2024,NULL
1489, gadget y ,Cloths,Warehouse 1,Aisle 4,200,NaN,Supplier D,Low Stock,13-05-2024,NULL
1385, gadget z ,Toys,Warehouse 2,Aisle 3,100,49.99,Supplier D,Low Stock,14-05-2024,4999.00 
1985, widget c ,Electronic,Warehouse 2,Aisle 3,150,49.99,Supplier D,In Stock,15-05-2024,7498.50 
1784, widget c ,Electronic,Warehouse 2,Aisle 1,300,49.99,Supplier A,In Stock,16-05-2024,14997.00 
1103, widget c ,Electronic,Warehouse 1,Aisle 1,300,9.99,Supplier D,Out of Stock,17-05-2024,2997.00 
1928, gadget z ,Toys,Warehouse 1,Aisle 4,200,49.99,Supplier C,Out of Stock,18-05-2024,9998.00 
1392, gadget z ,Toys,Warehouse 2,Aisle 4,NaN,9.99,Supplier B,In Stock,19-05-2024,NULL
1810, gadget y ,Cloths,Warehouse 1,Aisle 1,200,49.99,Supplier C,Low Stock,20-05-2024,9998.00 
1245, widget a ,Toys,Warehouse 2,Aisle 1,100,9.99,Supplier D,Out of Stock,21-05-2024,999.00 
1175, gadget y ,Cloths,Warehouse 1,Aisle 2,50,29.99,Supplier A,In Stock,22-05-2024,1499.50 
1038, gadget y ,Cloths,Warehouse 3,Aisle 2,50,29.99,Supplier D,In Stock,23-05-2024,1499.50 
1476, gadget z ,Toys,Warehouse 3,Aisle 1,NaN,NaN,Supplier B,Low Stock,24-05-2024,NULL
1681, widget c ,Electronic,Warehouse 2,Aisle 2,300,9.99,Supplier C,In Stock,25-05-2024,2997.00 
1758, widget b ,Cloths,Warehouse 1,Aisle 5,NaN,19.99,Supplier B,In Stock,26-05-2024,NULL
1537, widget a ,Toys,Warehouse 1,Aisle 4,300,NaN,Supplier B,Out of Stock,27-05-2024,NULL
1866, gadget z ,Toys,Warehouse 3,Aisle 4,300,29.99,Supplier B,In Stock,28-05-2024,8997.00 
1817, widget c ,Electronic,Warehouse 3,Aisle 1,50,9.99,Supplier C,In Stock,29-05-2024,499.50 
1920, widget b ,Cloths,Warehouse 1,Aisle 3,NaN,49.99,Supplier D,Out of Stock,30-05-2024,NULL
1407, widget b ,Cloths,Warehouse 1,Aisle 1,200,19.99,Supplier B,Low Stock,31-05-2024,3998.00 
1524, gadget z ,Toys,Warehouse 1,Aisle 2,300,29.99,Supplier C,Low Stock,01-06-2024,8997.00 
1827, gadget x ,Furniture,Warehouse 1,Aisle 3,150,NaN,Supplier A,Out of Stock,02-06-2024,NULL
1505, widget a ,Toys,Warehouse 1,Aisle 2,150,9.99,Supplier C,Out of Stock,03-06-2024,1498.50 
1902, widget b ,Cloths,Warehouse 1,Aisle 5,200,19.99,Supplier A,Low Stock,04-06-2024,3998.00 
1824, gadget z ,Toys,Warehouse 2,Aisle 2,150,9.99,Supplier C,Low Stock,05-06-2024,1498.50 
1035, gadget z ,Toys,Warehouse 1,Aisle 5,100,49.99,Supplier D,Low Stock,06-06-2024,4999.00 
1684, widget c ,Electronic,Warehouse 3,Aisle 5,300,NaN,Supplier B,Low Stock,07-06-2024,NULL
1019, gadget x ,Furniture,Warehouse 2,Aisle 2,200,9.99,Supplier D,Low Stock,08-06-2024,1998.00 
1320, widget a ,Toys,Warehouse 1,Aisle 2,NaN,29.99,Supplier C,Out of Stock,09-06-2024,NULL
1775, gadget y ,Cloths,Warehouse 3,Aisle 5,300,NaN,Supplier B,In Stock,10-06-2024,NULL
1511, widget c ,Electronic,Warehouse 2,Aisle 3,200,29.99,Supplier A,Low Stock,11-06-2024,5998.00 
1399, widget b ,Cloths,Warehouse 3,Aisle 5,50,9.99,Supplier C,Low Stock,12-06-2024,499.50 
1653, widget b ,Cloths,Warehouse 1,Aisle 4,NaN,NaN,Supplier B,In Stock,13-06-2024,NULL
1971, widget c ,Electronic,Warehouse 1,Aisle 5,50,29.99,Supplier A,In Stock,14-06-2024,1499.50 
1882, gadget z ,Toys,Warehouse 1,Aisle 3,300,49.99,Supplier A,In Stock,15-06-2024,14997.00 
1470, widget b ,Cloths,Warehouse 1,Aisle 4,NaN,49.99,Supplier D,In Stock,16-06-2024,NULL
1142, gadget x ,Furniture,Warehouse 2,Aisle 1,150,9.99,Supplier C,In Stock,17-06-2024,1498.50 
1091, widget a ,Toys,Warehouse 2,Aisle 1,200,NaN,Supplier A,In Stock,18-06-2024,NULL
1353, gadget x ,Furniture,Warehouse 3,Aisle 3,300,19.99,Supplier B,Out of Stock,19-06-2024,5997.00 
1833, widget b ,Cloths,Warehouse 1,Aisle 5,100,NaN,Supplier A,In Stock,20-06-2024,NULL
1799, gadget y ,Cloths,Warehouse 3,Aisle 2,NaN,49.99,Supplier A,In Stock,21-06-2024,NULL
1726, widget a ,Toys,Warehouse 2,Aisle 3,NaN,29.99,Supplier D,Out of Stock,22-06-2024,NULL
1958, widget a ,Toys,Warehouse 1,Aisle 4,300,19.99,Supplier D,In Stock,23-06-2024,5997.00 
1853, widget c ,Electronic,Warehouse 1,Aisle 4,300,9.99,Supplier B,Low Stock,24-06-2024,2997.00 
1050, widget c ,Electronic,Warehouse 2,Aisle 1,50,19.99,Supplier D,Low Stock,25-06-2024,999.50 
1664, gadget y ,Cloths,Warehouse 2,Aisle 4,150,9.99,Supplier A,In Stock,26-06-2024,1498.50 
1697, gadget z ,Toys,Warehouse 2,Aisle 3,50,19.99,Supplier A,Out of Stock,27-06-2024,999.50 
1574, widget a ,Toys,Warehouse 2,Aisle 4,50,9.99,Supplier D,Low Stock,28-06-2024,499.50 
1189, gadget y ,Cloths,Warehouse 2,Aisle 3,150,9.99,Supplier A,Out of Stock,29-06-2024,1498.50 
1124, widget c ,Electronic,Warehouse 1,Aisle 2,100,19.99,Supplier A,Low Stock,30-06-2024,1999.00 
1149, widget c ,Electronic,Warehouse 2,Aisle 1,50,19.99,Supplier B,In Stock,01-07-2024,999.50 
1313, widget a ,Toys,Warehouse 1,Aisle 4,50,9.99,Supplier D,Out of Stock,02-07-2024,499.50 
1569, gadget x ,Furniture,Warehouse 1,Aisle 3,NaN,49.99,Supplier A,Out of Stock,03-07-2024,NULL
1341, widget b ,Cloths,Warehouse 2,Aisle 5,150,19.99,Supplier D,Out of Stock,04-07-2024,2998.50 
1304, widget c ,Electronic,Warehouse 2,Aisle 1,200,NaN,Supplier B,Low Stock,05-07-2024,NULL
1691, gadget z ,Toys,Warehouse 1,Aisle 2,100,29.99,Supplier D,Low Stock,06-07-2024,2999.00 
1681, gadget z ,Toys,Warehouse 2,Aisle 3,100,9.99,Supplier A,Low Stock,07-07-2024,999.00 
1837, widget c ,Electronic,Warehouse 2,Aisle 2,150,9.99,Supplier D,In Stock,08-07-2024,1498.50 
1782, gadget x ,Furniture,Warehouse 2,Aisle 2,300,29.99,Supplier A,Low Stock,09-07-2024,8997.00 
1053, gadget x ,Furniture,Warehouse 3,Aisle 4,300,49.99,Supplier A,In Stock,10-07-2024,14997.00 
1443, gadget y ,Cloths,Warehouse 1,Aisle 4,NaN,29.99,Supplier A,Out of Stock,11-07-2024,NULL
1612, gadget z ,Toys,Warehouse 3,Aisle 3,NaN,19.99,Supplier B,Out of Stock,12-07-2024,NULL
1992, gadget y ,Cloths,Warehouse 2,Aisle 5,150,29.99,Supplier D,In Stock,13-07-2024,4498.50 
1263, gadget z ,Toys,Warehouse 3,Aisle 3,NaN,9.99,Supplier B,Low Stock,14-07-2024,NULL
1052, widget b ,Cloths,Warehouse 2,Aisle 5,100,29.99,Supplier D,In Stock,15-07-2024,2999.00 
1571, widget b ,Cloths,Warehouse 3,Aisle 2,100,NaN,Supplier B,Out of Stock,16-07-2024,NULL
1619, widget a ,Toys,Warehouse 2,Aisle 1,200,19.99,Supplier C,Out of Stock,17-07-2024,3998.00 
1004, gadget y ,Cloths,Warehouse 3,Aisle 3,300,29.99,Supplier A,In Stock,18-07-2024,8997.00 
1102, widget c ,Electronic,Warehouse 3,Aisle 3,150,9.99,Supplier A,Low Stock,19-07-2024,1498.50 
1195, gadget y ,Cloths,Warehouse 3,Aisle 5,50,19.99,Supplier B,Low Stock,20-07-2024,999.50 
1773, widget c ,Electronic,Warehouse 1,Aisle 2,300,9.99,Supplier C,In Stock,21-07-2024,2997.00 
1876, gadget x ,Furniture,Warehouse 3,Aisle 2,50,49.99,Supplier A,In Stock,22-07-2024,2499.50 
1991, gadget y ,Cloths,Warehouse 1,Aisle 5,200,NaN,Supplier D,Low Stock,23-07-2024,NULL
1883, gadget x ,Furniture,Warehouse 2,Aisle 2,200,49.99,Supplier B,Out of Stock,24-07-2024,9998.00 
1349, widget b ,Cloths,Warehouse 3,Aisle 4,NaN,NaN,Supplier A,In Stock,25-07-2024,NULL
1046, widget b ,Cloths,Warehouse 2,Aisle 1,200,29.99,Supplier A,Low Stock,26-07-2024,5998.00 
1866, widget a ,Toys,Warehouse 2,Aisle 3,200,19.99,Supplier B,Low Stock,27-07-2024,3998.00 
1822, gadget y ,Cloths,Warehouse 3,Aisle 1,50,29.99,Supplier B,Out of Stock,28-07-2024,1499.50 
1935, gadget x ,Furniture,Warehouse 1,Aisle 3,NaN,NaN,Supplier D,Out of Stock,29-07-2024,NULL
1819, widget c ,Electronic,Warehouse 3,Aisle 4,200,NaN,Supplier D,Out of Stock,30-07-2024,NULL
1655, widget b ,Cloths,Warehouse 2,Aisle 2,300,NaN,Supplier A,Out of Stock,31-07-2024,NULL
1268, widget b ,Cloths,Warehouse 2,Aisle 5,200,9.99,Supplier A,Out of Stock,01-08-2024,1998.00 
1369, widget c ,Electronic,Warehouse 3,Aisle 4,NaN,19.99,Supplier B,In Stock,02-08-2024,NULL
1635, gadget x ,Furniture,Warehouse 1,Aisle 1,150,29.99,Supplier A,Low Stock,03-08-2024,4498.50 
1105, gadget x ,Furniture,Warehouse 1,Aisle 5,NaN,29.99,Supplier A,In Stock,04-08-2024,NULL
1669, gadget y ,Cloths,Warehouse 2,Aisle 2,50,49.99,Supplier B,In Stock,05-08-2024,2499.50 
1658, gadget y ,Cloths,Warehouse 2,Aisle 4,150,NaN,Supplier A,In Stock,06-08-2024,NULL
1656, gadget z ,Toys,Warehouse 1,Aisle 5,300,NaN,Supplier A,In Stock,07-08-2024,NULL
1119, gadget z ,Toys,Warehouse 3,Aisle 4,100,NaN,Supplier C,In Stock,08-08-2024,NULL
1830, widget a ,Toys,Warehouse 2,Aisle 4,NaN,29.99,Supplier D,Out of Stock,09-08-2024,NULL
1786, widget b ,Cloths,Warehouse 1,Aisle 2,50,49.99,Supplier B,Out of Stock,10-08-2024,2499.50 
1603, gadget y ,Cloths,Warehouse 2,Aisle 3,300,9.99,Supplier C,Low Stock,11-08-2024,2997.00 
1057, gadget x ,Furniture,Warehouse 3,Aisle 5,150,19.99,Supplier D,In Stock,12-08-2024,2998.50 
1950, widget c ,Electronic,Warehouse 1,Aisle 2,300,9.99,Supplier D,Low Stock,13-08-2024,2997.00 
1345, gadget x ,Furniture,Warehouse 2,Aisle 4,NaN,29.99,Supplier D,Out of Stock,14-08-2024,NULL
1740, widget b ,Cloths,Warehouse 3,Aisle 2,200,NaN,Supplier C,Out of Stock,15-08-2024,NULL
1473, gadget z ,Toys,Warehouse 2,Aisle 3,NaN,19.99,Supplier C,Out of Stock,16-08-2024,NULL
1116, gadget x ,Furniture,Warehouse 3,Aisle 5,100,29.99,Supplier D,In Stock,17-08-2024,2999.00 
1829, widget a ,Toys,Warehouse 3,Aisle 3,NaN,29.99,Supplier A,In Stock,18-08-2024,NULL
1790, widget b ,Cloths,Warehouse 1,Aisle 1,150,29.99,Supplier A,Out of Stock,19-08-2024,4498.50 
1126, gadget z ,Toys,Warehouse 3,Aisle 5,150,19.99,Supplier C,Low Stock,20-08-2024,2998.50 
1392, widget c ,Electronic,Warehouse 2,Aisle 3,NaN,19.99,Supplier C,Low Stock,21-08-2024,NULL
1907, gadget z ,Toys,Warehouse 3,Aisle 4,150,49.99,Supplier C,Out of Stock,22-08-2024,7498.50 
1640, widget a ,Toys,Warehouse 3,Aisle 5,200,49.99,Supplier D,Low Stock,23-08-2024,9998.00 
1057, widget b ,Cloths,Warehouse 1,Aisle 5,300,9.99,Supplier A,Out of Stock,24-08-2024,2997.00 
1633, widget c ,Electronic,Warehouse 3,Aisle 2,NaN,19.99,Supplier C,Low Stock,25-08-2024,NULL
1512, widget a ,Toys,Warehouse 3,Aisle 4,200,19.99,Supplier C,Out of Stock,26-08-2024,3998.00 
1750, gadget z ,Toys,Warehouse 2,Aisle 1,300,19.99,Supplier B,Low Stock,27-08-2024,5997.00 
1801, widget a ,Toys,Warehouse 1,Aisle 3,300,49.99,Supplier D,In Stock,28-08-2024,14997.00 
1095, widget b ,Cloths,Warehouse 1,Aisle 2,200,29.99,Supplier B,Out of Stock,29-08-2024,5998.00 
1637, gadget y ,Cloths,Warehouse 1,Aisle 3,50,NaN,Supplier A,Out of Stock,30-08-2024,NULL
1117, widget a ,Toys,Warehouse 3,Aisle 1,NaN,49.99,Supplier B,Low Stock,31-08-2024,NULL
1559, widget a ,Toys,Warehouse 1,Aisle 1,300,19.99,Supplier B,Out of Stock,01-09-2024,5997.00 
1600, gadget z ,Toys,Warehouse 3,Aisle 5,300,49.99,Supplier B,Out of Stock,02-09-2024,14997.00 
1487, gadget z ,Toys,Warehouse 3,Aisle 1,150,9.99,Supplier D,Out of Stock,03-09-2024,1498.50 
1236, widget c ,Electronic,Warehouse 2,Aisle 3,300,19.99,Supplier A,In Stock,04-09-2024,5997.00 
1884, gadget z ,Toys,Warehouse 2,Aisle 4,200,9.99,Supplier B,In Stock,05-09-2024,1998.00 
1896, gadget x ,Furniture,Warehouse 2,Aisle 4,300,19.99,Supplier D,Low Stock,06-09-2024,5997.00 
1271, widget b ,Cloths,Warehouse 2,Aisle 5,50,49.99,Supplier A,In Stock,07-09-2024,2499.50 
1188, widget b ,Cloths,Warehouse 2,Aisle 3,NaN,29.99,Supplier C,Low Stock,08-09-2024,NULL
1998, gadget y ,Cloths,Warehouse 3,Aisle 3,NaN,NaN,Supplier B,In Stock,09-09-2024,NULL
1703, gadget y ,Cloths,Warehouse 3,Aisle 1,300,9.99,Supplier A,Low Stock,10-09-2024,2997.00 
1446, widget b ,Cloths,Warehouse 1,Aisle 3,100,49.99,Supplier B,In Stock,11-09-2024,4999.00 
1580, gadget y ,Cloths,Warehouse 3,Aisle 2,100,29.99,Supplier C,In Stock,12-09-2024,2999.00 
1789, widget c ,Electronic,Warehouse 3,Aisle 1,200,49.99,Supplier A,Low Stock,13-09-2024,9998.00 
1860, gadget z ,Toys,Warehouse 2,Aisle 2,100,9.99,Supplier D,Out of Stock,14-09-2024,999.00 
1246, widget b ,Cloths,Warehouse 3,Aisle 5,200,NaN,Supplier A,Out of Stock,15-09-2024,NULL
1962, gadget y ,Cloths,Warehouse 2,Aisle 4,150,49.99,Supplier D,In Stock,16-09-2024,7498.50 
1075, widget b ,Cloths,Warehouse 1,Aisle 5,200,19.99,Supplier A,Low Stock,17-09-2024,3998.00 
1153, gadget x ,Furniture,Warehouse 1,Aisle 4,100,29.99,Supplier D,Out of Stock,18-09-2024,2999.00 
1655, widget a ,Toys,Warehouse 3,Aisle 5,300,49.99,Supplier C,Low Stock,19-09-2024,14997.00 
1434, gadget z ,Toys,Warehouse 1,Aisle 3,150,29.99,Supplier C,Out of Stock,20-09-2024,4498.50 
1996, widget b ,Cloths,Warehouse 3,Aisle 2,100,19.99,Supplier C,Low Stock,21-09-2024,1999.00 
1085, widget a ,Toys,Warehouse 1,Aisle 4,200,NaN,Supplier A,In Stock,22-09-2024,NULL
1696, gadget y ,Cloths,Warehouse 2,Aisle 1,50,NaN,Supplier C,Low Stock,23-09-2024,NULL
1284, widget a ,Toys,Warehouse 2,Aisle 2,NaN,19.99,Supplier B,Out of Stock,24-09-2024,NULL
1973, gadget z ,Toys,Warehouse 2,Aisle 1,100,29.99,Supplier C,In Stock,25-09-2024,2999.00 
1219, widget b ,Cloths,Warehouse 2,Aisle 2,200,49.99,Supplier D,Low Stock,26-09-2024,9998.00 
1068, gadget x ,Furniture,Warehouse 3,Aisle 2,150,19.99,Supplier D,Out of Stock,27-09-2024,2998.50 
1046, gadget y ,Cloths,Warehouse 1,Aisle 5,100,9.99,Supplier D,In Stock,28-09-2024,999.00 
1093, widget b ,Cloths,Warehouse 3,Aisle 4,100,29.99,Supplier A,Low Stock,29-09-2024,2999.00 
1749, gadget z ,Toys,Warehouse 2,Aisle 4,NaN,NaN,Supplier B,Out of Stock,30-09-2024,NULL
1957, gadget y ,Cloths,Warehouse 3,Aisle 2,200,19.99,Supplier C,Low Stock,01-10-2024,3998.00 
1452, widget c ,Electronic,Warehouse 1,Aisle 3,50,NaN,Supplier B,Low Stock,02-10-2024,NULL
1203, widget a ,Toys,Warehouse 3,Aisle 3,150,29.99,Supplier B,In Stock,03-10-2024,4498.50 
1911, gadget z ,Toys,Warehouse 1,Aisle 1,200,NaN,Supplier D,In Stock,04-10-2024,NULL
1217, widget c ,Electronic,Warehouse 3,Aisle 1,150,19.99,Supplier D,Out of Stock,05-10-2024,2998.50 
1473, widget b ,Cloths,Warehouse 1,Aisle 5,100,29.99,Supplier D,In Stock,06-10-2024,2999.00 
1431, gadget x ,Furniture,Warehouse 1,Aisle 2,NaN,9.99,Supplier A,Out of Stock,07-10-2024,NULL
1340, gadget y ,Cloths,Warehouse 2,Aisle 1,NaN,19.99,Supplier B,Low Stock,08-10-2024,NULL
1550, widget a ,Toys,Warehouse 1,Aisle 1,300,49.99,Supplier B,Low Stock,09-10-2024,14997.00 
1611, gadget y ,Cloths,Warehouse 2,Aisle 2,50,19.99,Supplier A,Out of Stock,10-10-2024,999.50 
1288, widget b ,Cloths,Warehouse 2,Aisle 5,NaN,29.99,Supplier A,Low Stock,11-10-2024,NULL
1253, gadget y ,Cloths,Warehouse 2,Aisle 1,100,19.99,Supplier A,In Stock,12-10-2024,1999.00 
1733, widget a ,Toys,Warehouse 3,Aisle 5,50,9.99,Supplier B,Low Stock,13-10-2024,499.50 
1356, widget b ,Cloths,Warehouse 3,Aisle 4,200,9.99,Supplier B,In Stock,14-10-2024,1998.00 
1022, gadget y ,Cloths,Warehouse 3,Aisle 5,NaN,49.99,Supplier D,Out of Stock,15-10-2024,NULL
1761, gadget x ,Furniture,Warehouse 3,Aisle 3,50,NaN,Supplier D,Out of Stock,16-10-2024,NULL
1521, gadget z ,Toys,Warehouse 1,Aisle 3,100,29.99,Supplier B,Low Stock,17-10-2024,2999.00 
1757, widget b ,Cloths,Warehouse 1,Aisle 5,300,29.99,Supplier D,Low Stock,18-10-2024,8997.00 
1836, gadget z ,Toys,Warehouse 3,Aisle 3,150,NaN,Supplier A,In Stock,19-10-2024,NULL
1099, widget b ,Cloths,Warehouse 1,Aisle 4,150,9.99,Supplier C,In Stock,20-10-2024,1498.50 
1801, gadget x ,Furniture,Warehouse 1,Aisle 2,100,9.99,Supplier D,Low Stock,21-10-2024,999.00 
1179, gadget z ,Toys,Warehouse 2,Aisle 3,100,19.99,Supplier B,Low Stock,22-10-2024,1999.00 
1222, widget c ,Electronic,Warehouse 2,Aisle 3,150,49.99,Supplier D,Out of Stock,23-10-2024,7498.50 
1905, widget a ,Toys,Warehouse 2,Aisle 5,300,49.99,Supplier D,Out of Stock,24-10-2024,14997.00 
1761, widget c ,Electronic,Warehouse 2,Aisle 4,50,49.99,Supplier D,Out of Stock,25-10-2024,2499.50 
1658, gadget y ,Cloths,Warehouse 1,Aisle 2,150,19.99,Supplier C,Low Stock,26-10-2024,2998.50 
1441, gadget x ,Furniture,Warehouse 3,Aisle 5,100,49.99,Supplier A,Low Stock,27-10-2024,4999.00 
1607, widget c ,Electronic,Warehouse 1,Aisle 5,NaN,NaN,Supplier B,Low Stock,28-10-2024,NULL
1768, widget b ,Cloths,Warehouse 1,Aisle 4,200,19.99,Supplier C,Out of Stock,29-10-2024,3998.00 
1324, gadget y ,Cloths,Warehouse 1,Aisle 2,300,NaN,Supplier B,Low Stock,30-10-2024,NULL
1515, gadget y ,Cloths,Warehouse 2,Aisle 4,300,19.99,Supplier B,In Stock,31-10-2024,5997.00 
1015, widget c ,Electronic,Warehouse 2,Aisle 2,NaN,49.99,Supplier B,Low Stock,01-11-2024,NULL
1791, widget c ,Electronic,Warehouse 2,Aisle 4,NaN,NaN,Supplier C,Low Stock,02-11-2024,NULL
1335, gadget x ,Furniture,Warehouse 3,Aisle 5,100,NaN,Supplier A,Low Stock,03-11-2024,NULL
1758, widget a ,Toys,Warehouse 1,Aisle 5,150,NaN,Supplier B,Low Stock,04-11-2024,NULL
1257, widget c ,Electronic,Warehouse 3,Aisle 1,50,19.99,Supplier A,Low Stock,05-11-2024,999.50 
1496, widget c ,Electronic,Warehouse 2,Aisle 3,300,29.99,Supplier A,In Stock,06-11-2024,8997.00 
1987, gadget z ,Toys,Warehouse 3,Aisle 4,300,49.99,Supplier D,In Stock,07-11-2024,14997.00 
1895, widget b ,Cloths,Warehouse 1,Aisle 1,NaN,NaN,Supplier C,Low Stock,08-11-2024,NULL
1159, gadget z ,Toys,Warehouse 1,Aisle 3,150,29.99,Supplier C,Out of Stock,09-11-2024,4498.50 
1474, gadget z ,Toys,Warehouse 2,Aisle 4,300,49.99,Supplier D,Low Stock,10-11-2024,14997.00 
1851, gadget y ,Cloths,Warehouse 2,Aisle 2,50,49.99,Supplier D,Low Stock,11-11-2024,2499.50 
1663, widget a ,Toys,Warehouse 3,Aisle 3,NaN,NaN,Supplier A,Low Stock,12-11-2024,NULL
1907, widget b ,Cloths,Warehouse 2,Aisle 5,50,NaN,Supplier B,Out of Stock,13-11-2024,NULL
1689, gadget x ,Furniture,Warehouse 2,Aisle 1,150,19.99,Supplier C,Out of Stock,14-11-2024,2998.50 
1674, gadget x ,Furniture,Warehouse 1,Aisle 3,300,29.99,Supplier B,Out of Stock,15-11-2024,8997.00 
1379, widget c ,Electronic,Warehouse 2,Aisle 3,200,29.99,Supplier B,In Stock,16-11-2024,5998.00 
1544, widget c ,Electronic,Warehouse 2,Aisle 5,300,NaN,Supplier D,Out of Stock,17-11-2024,NULL
1928, gadget x ,Furniture,Warehouse 1,Aisle 4,150,49.99,Supplier B,In Stock,18-11-2024,7498.50 
1956, widget c ,Electronic,Warehouse 1,Aisle 2,300,NaN,Supplier A,In Stock,19-11-2024,NULL
1690, widget a ,Toys,Warehouse 3,Aisle 5,300,49.99,Supplier D,Out of Stock,20-11-2024,14997.00 
1426, gadget z ,Toys,Warehouse 2,Aisle 2,100,49.99,Supplier B,Out of Stock,21-11-2024,4999.00 
1612, widget c ,Electronic,Warehouse 1,Aisle 4,300,NaN,Supplier D,Out of Stock,22-11-2024,NULL
1267, gadget y ,Cloths,Warehouse 3,Aisle 3,300,9.99,Supplier A,In Stock,23-11-2024,2997.00 
1834, widget c ,Electronic,Warehouse 3,Aisle 2,50,29.99,Supplier A,Low Stock,24-11-2024,1499.50 
1576, widget b ,Cloths,Warehouse 2,Aisle 1,200,49.99,Supplier B,Out of Stock,25-11-2024,9998.00 
1416, widget a ,Toys,Warehouse 2,Aisle 1,50,49.99,Supplier D,Out of Stock,26-11-2024,2499.50 
